"SourceFile","ReferencedFile"
"F:\GitHub\p32-animatronic-bot\config\bots\goblin_full_torso.json","config/components/positioned/goblin/torso_components/main_battery_monitor.json"
"F:\GitHub\p32-animatronic-bot\config\bots\goblin_full_torso.json","config/components/positioned/goblin/torso_components/external_wifi_communication.json"
"F:\GitHub\p32-animatronic-bot\config\bots\goblin_full_torso.json","config/components/positioned/goblin/torso_components/esp_now_mesh_coordinator.json"
"F:\GitHub\p32-animatronic-bot\config\bots\goblin_full_torso.json","config/components/positioned/goblin/torso_components/master_controller.json"
"F:\GitHub\p32-animatronic-bot\config\bots\goblin_full_torso.json","config/components/positioned/goblin/torso_components/mesh_software_coordinator.json"
"F:\GitHub\p32-animatronic-bot\config\bots\goblin_full_torso.json","config/components/positioned/goblin/torso_components/imu_balance_sensor.json"
"F:\GitHub\p32-animatronic-bot\config\bots\goblin_full_torso.json","config/components/positioned/goblin/torso_components/spine_servo_lower.json"
"F:\GitHub\p32-animatronic-bot\config\bots\goblin_full_torso.json","config/components/positioned/goblin/torso_components/spine_servo_middle.json"
"F:\GitHub\p32-animatronic-bot\config\bots\goblin_full_torso.json","config/components/positioned/goblin/torso_components/spine_servo_upper.json"
"F:\GitHub\p32-animatronic-bot\config\bots\goblin_full_torso.json","config/components/positioned/goblin/torso_components/torso_status_led.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot.json","config/subsystems/test_head.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot_minimal.json","config/components/hardware/esp32_s3_devkit_chip.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot_minimal.json","config/components/system/system_core.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot_minimal.json","config/components/system/power_monitor.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot_minimal.json","config/components/heartbeat.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot_minimal.json","config/components/network_monitor.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot_minimal.json","config/components/test_head.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot_minimal.json","config/components/goblin_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot_minimal.json","config/components/gc9a01.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot_minimal.json","config/components/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_bot_minimal.json","config/components/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_goblin_head_dual_eyes.json","config/components/system/heartbeat.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_goblin_head_dual_eyes.json","config/components/system/network_monitor.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_goblin_head_dual_eyes.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_goblin_head_dual_eyes.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\test_subsystem.json","config/components/tests/test_component.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\androids\android_companion_unit_001.json","@{emotional_simulation_matrix=; adaptive_personality_core=; comfort_heating_system=; gentle_touch_sensors=; conversation_ai_engine=; memory_palace_system=; biometric_recognition_array=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\bear_family.json","config/components/positioned/bear_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\bear_family.json","config/components/positioned/bear_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\bear_family.json","config/components/positioned/bear_snout.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\bear_family.json","config/components/positioned/bear_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\cat_family.json","config/components/positioned/cat_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\cat_family.json","config/components/positioned/cat_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\cat_family.json","config/components/positioned/cat_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\cat_family.json","config/components/positioned/cat_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\wolf_family.json","config/components/positioned/wolf_eye_left.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\wolf_family.json","config/components/positioned/wolf_eye_right.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\wolf_family.json","config/components/positioned/wolf_snout.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\animals\wolf_family.json","config/components/positioned/wolf_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\bears\bear_grizzly.json","config/components/positioned/bear_massive_claws.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\bears\bear_grizzly.json","config/components/positioned/bear_thick_fur.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\bears\bear_polar.json","config/components/positioned/bear_arctic_fur.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\bears\bear_polar.json","config/components/positioned/bear_ice_sensors.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\bears\bear_protective_guardian_001.json","@{territorial_scent_marking=; protective_stance_actuators=; cubs_simulation_system=; hibernation_simulation=; fish_catching_simulation=; maternal_care_protocols=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\cat_family.json","config/components/positioned/cat_animated_ears.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\cat_family.json","config/components/positioned/cat_whisker_sensors.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\cat_family.json","config/components/positioned/cat_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\cat_family.json","config/components/positioned/cat_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\cat_family.json","config/components/positioned/cat_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\cat_family.json","config/components/positioned/cat_nose_sensor.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\domestic\cat_interactive_tabby.json","config/components/positioned/cat_animated_ears.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\domestic\cat_interactive_tabby.json","config/components/positioned/cat_whisker_sensors.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\domestic\cat_interactive_tabby.json","config/components/positioned/cat_purr_generator.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\domestic\cat_interactive_tabby.json","config/components/positioned/cat_tail_servo.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\domestic\cat_mysterious_shadow.json","config/components/positioned/cat_animated_ears.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\domestic\cat_mysterious_shadow.json","config/components/positioned/subtle_led_eyes.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\domestic\cat_mysterious_shadow.json","config/components/positioned/ambient_purr_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\cats\domestic\cat_mysterious_shadow.json","config/components/positioned/motion_stealth_sensor.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\cyclops_family.json","config/components/positioned/cyclops_eye_central.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\cyclops_family.json","config/components/positioned/cyclops_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\cyclops_family.json","config/components/positioned/cyclops_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\dragon_family.json","config/components/positioned/dragon_eye_left.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\dragon_family.json","config/components/positioned/dragon_eye_right.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\dragon_family.json","config/components/positioned/dragon_snout.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\dragon_family.json","config/components/positioned/dragon_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\dragon_family.json","config/components/positioned/dragon_nostril_left.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\dragon_family.json","config/components/positioned/dragon_nostril_right.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\elf_family.json","config/components/positioned/elf_eye_left.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\elf_family.json","config/components/positioned/elf_eye_right.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\elf_family.json","config/components/positioned/elf_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\elf_family.json","config/components/positioned/elf_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\elf_family.json","config/components/positioned/elf_ear_left.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\elf_family.json","config/components/positioned/elf_ear_right.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\goblin_family.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\goblin_family.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\goblin_family.json","config/components/positioned/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\goblin_family.json","config/components/positioned/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\goblin_family.json","config/components/positioned/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\vampire_family.json","config/components/positioned/vampire_eye_left.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\vampire_family.json","config/components/positioned/vampire_eye_right.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\vampire_family.json","config/components/positioned/vampire_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\fantasy\vampire_family.json","config/components/positioned/vampire_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_berserker.json","config/components/positioned/goblin_rage_foam.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_berserker.json","config/components/positioned/goblin_bloodshot_eyes.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_berserker.json","config/components/positioned/goblin_self_wounds.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_berserker.json","config/components/positioned/goblin_fury_veins.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_chief.json","config/components/positioned/goblin_horn_crown.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_chief.json","config/components/positioned/goblin_authority_markings.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_chief.json","config/components/positioned/goblin_tribal_tattoos.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_chief.json","config/components/positioned/goblin_trophy_scars.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_chief.json","config/components/positioned/goblin_enlarged_fangs.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_family.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_family.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_family.json","config/components/positioned/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_family.json","config/components/positioned/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_family.json","config/components/positioned/goblin_ear_left.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_family.json","config/components/positioned/goblin_ear_right.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_family.json","config/components/positioned/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_full.json","config/subsystems/goblin_head.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_full.json","config/subsystems/goblin_torso.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_head_only.json","config/subsystems/goblin_head_left_eye_only.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_pirate.json","config/components/functional/goblin_pirate_personality.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_pirate.json","config/components/functional/goblin_mood.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_pirate.json","config/components/functional/goblin_behavior_engine.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_pirate.json","config/subsystems/goblin_pirate_head.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_pirate.json","config/components/positioned/goblin/head_components/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_pirate.json","config/components/positioned/goblin/head_components/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_pirate.json","config/components/positioned/goblin/head_components/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_pirate.json","config/components/positioned/goblin/head_components/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_pirate.json","config/components/positioned/goblin/head_components/goblin_left_ear.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_pirate.json","config/components/positioned/goblin/head_components/goblin_right_ear.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_scout.json","config/components/positioned/goblin_enhanced_ears.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_scout.json","config/components/positioned/goblin_camouflage_skin.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_scout.json","config/components/positioned/goblin_scent_sensor.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_shaman.json","config/components/positioned/goblin_spirit_runes.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_shaman.json","config/components/positioned/goblin_ritual_scars.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_shaman.json","config/components/positioned/goblin_bone_ornaments.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_shaman.json","config/components/positioned/goblin_mystical_glow.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_simple.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_simple.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_simple.json","config/components/positioned/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_sneak.json","config/components/positioned/goblin_enlarged_eyes.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_sneak.json","config/components/positioned/goblin_pale_skin.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_sneak.json","config/components/positioned/goblin_shadow_sensors.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_sneak.json","config/components/positioned/goblin_malnutrition_features.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/functional/goblin_personality.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/functional/goblin_mood.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/functional/goblin_behavior_engine.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/positioned/goblin/head_components/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/positioned/goblin/head_components/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/positioned/goblin/head_components/goblin_center_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/positioned/goblin/head_components/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/positioned/goblin/head_components/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/positioned/goblin/head_components/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/positioned/goblin/head_components/goblin_left_ear.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test.json","config/components/positioned/goblin/head_components/goblin_right_ear.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_test_eyes.json","config/subsystems/test_head.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_trickster.json","config/components/positioned/goblin_sly_grin.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_trickster.json","config/components/positioned/goblin_clever_eyes.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_trickster.json","config/components/positioned/goblin_nimble_fingers.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_trickster.json","config/components/positioned/goblin_prank_accessories.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_warrior.json","config/components/positioned/goblin_battle_scars.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\goblin_warrior.json","config/components/positioned/goblin_war_paint.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\hobgoblin_captain.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\hobgoblin_captain.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\hobgoblin_captain.json","config/components/positioned/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\hobgoblin_captain.json","config/components/positioned/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\hobgoblin_captain.json","config/components/positioned/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\simple_goblin_bot.json","@{name=left_eye_display; subsystem=UNKNOWN; component_type=SIMPLE_DISPLAY; ifdef_variable=ENABLE_SIMPLE_DISPLAY; hardware_reference=config/components/hardware/gc9a01.json; interface_reference=config/components/interfaces/spi_device_1.json; position=; init_function=simple_display_init; functions=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\simple_goblin_bot.json","@{name=right_eye_display; subsystem=UNKNOWN; component_type=SIMPLE_DISPLAY; ifdef_variable=ENABLE_SIMPLE_DISPLAY; hardware_reference=config/components/hardware/gc9a01.json; interface_reference=config/components/interfaces/spi_device_2.json; position=; init_function=simple_display_init; functions=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\simple_goblin_bot.json","@{name=mouth_display; subsystem=UNKNOWN; component_type=SIMPLE_DISPLAY; ifdef_variable=ENABLE_SIMPLE_DISPLAY; hardware_reference=config/components/hardware/gc9a01.json; interface_reference=config/components/interfaces/spi_device_3.json; position=; init_function=simple_display_init; functions=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\simple_goblin_bot.json","@{name=nose_sensor; subsystem=UNKNOWN; component_type=SIMPLE_SENSOR; ifdef_variable=ENABLE_SIMPLE_SENSOR; hardware_reference=config/components/hardware/hc_sr04_sensor.json; interface_reference=config/components/interfaces/gpio_pair_1.json; position=; init_function=simple_sensor_init; functions=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\simple_goblin_bot.json","@{name=main_speaker; subsystem=UNKNOWN; component_type=SIMPLE_AUDIO; ifdef_variable=ENABLE_SIMPLE_AUDIO; hardware_reference=config/components/hardware/speaker.json; interface_reference=config/components/interfaces/i2s_device_1.json; position=; init_function=simple_audio_init; functions=}"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\tiny_house_goblin.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\tiny_house_goblin.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\tiny_house_goblin.json","config/components/positioned/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\tiny_house_goblin.json","config/components/positioned/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\goblins\tiny_house_goblin.json","config/components/positioned/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\horror\ghost_family.json","config/components/positioned/ghost_ectoplasm_generator.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\horror\ghost_family.json","config/components/positioned/ghost_floating_mechanism.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\horror\ghost_family.json","config/components/positioned/ghost_phase_lights.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\horror\skeleton_family.json","config/components/positioned/skeleton_jaw_actuator.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\horror\skeleton_family.json","config/components/positioned/skeleton_bone_structure.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\horror\skeleton_family.json","config/components/positioned/skeleton_joint_mechanism.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\horror\zombie_family.json","config/components/positioned/zombie_rotting_flesh.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\horror\zombie_family.json","config/components/positioned/zombie_exposed_bone.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\horror\zombie_family.json","config/components/positioned/zombie_oozing_wounds.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\humanoids\pocket_pixie.json","config/components/positioned/goblin_left_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\humanoids\pocket_pixie.json","config/components/positioned/goblin_right_eye.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\humanoids\pocket_pixie.json","config/components/positioned/goblin_mouth.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\humanoids\pocket_pixie.json","config/components/positioned/goblin_speaker.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\humanoids\pocket_pixie.json","config/components/positioned/goblin_nose.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\android_family.json","config/components/positioned/android_synthetic_skin.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\android_family.json","config/components/positioned/android_emotion_display.json"
"F:\GitHub\p32-animatronic-bot\config\bots\bot_families\mechanical\android_family.json","config/components/positioned/android_neural_interface.json"
